,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
3677,7208,30.0,Travel_Rarely,1082.0,Sales,12.0,3.0,Technical Degree,1.0,2.0,Female,83.0,3.0,2.0,Sales Executive,3.0,Single,6577.0,19558.0,0.0,Y,No,11.0,3.0,2.0,80.0,0.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,No
3678,7209,36.0,Travel_Rarely,318.0,Research & Development,9.0,3.0,Medical,1.0,4.0,Male,79.0,2.0,1.0,Research Scientist,3.0,Married,3388.0,21777.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,Yes
3679,7210,36.0,Travel_Rarely,318.0,Research & Development,9.0,3.0,Medical,1.0,4.0,Male,79.0,2.0,1.0,Research Scientist,3.0,Married,3388.0,21777.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,Yes
3681,7212,30.0,Travel_Rarely,852.0,Sales,10.0,3.0,Marketing,1.0,3.0,Male,72.0,2.0,2.0,Sales Executive,3.0,Married,6578.0,2706.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,10.0,3.0,3.0,10.0,3.0,1.0,3193.0,Yes
3683,7214,45.0,Travel_Rarely,1457.0,Research & Development,7.0,3.0,Medical,1.0,1.0,Female,83.0,3.0,1.0,Research Scientist,3.0,Married,4477.0,20100.0,4.0,Y,Yes,19.0,3.0,3.0,80.0,1.0,5676.0,2.0,2.0,3.0,2.0,0.0,2.0,Yes
3684,7215,39.0,Travel_Rarely,141.0,Human Resources,3.0,3.0,Human Resources,1.0,3.0,Female,44.0,4.0,2.0,Human Resources,2.0,Married,6389.0,18767.0,9.0,Y,No,15.0,3.0,3.0,80.0,1.0,12.0,3.0,1.0,8.0,3.0,3.0,6.0,No
3685,7216,34.0,Travel_Rarely,1239.0,Sales,13.0,4.0,Medical,1.0,4.0,Male,39.0,3.0,3.0,Sales Executive,3.0,Divorced,8628.0,22914.0,1.0,Y,No,18.0,3.0,3.0,80.0,1.0,9.0,2.0,2.0,8.0,7.0,1.0,1.0,No
3686,7217,34.0,Travel_Rarely,1239.0,Sales,13.0,4.0,Medical,1.0,4.0,Male,39.0,3.0,3.0,Sales Executive,3.0,Divorced,8628.0,22914.0,1.0,Y,No,18.0,3.0,3.0,80.0,1.0,9.0,2.0,2.0,8.0,7.0,1.0,1.0,No
3687,7218,34.0,Travel_Rarely,1239.0,Sales,13.0,4.0,Medical,1.0,4.0,Male,39.0,3.0,3.0,Sales Executive,3.0,Divorced,8628.0,22914.0,1.0,Y,No,18.0,3.0,3.0,80.0,1.0,9.0,2.0,2.0,8.0,7.0,1.0,1.0,No
3689,7220,43.0,Travel_Frequently,313.0,Research & Development,21.0,3.0,Medical,1.0,4.0,Male,61.0,3.0,1.0,Laboratory Technician,4.0,Married,2258.0,15238.0,7.0,Y,No,20.0,4.0,1.0,80.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,No
3690,7221,43.0,Travel_Frequently,313.0,Research & Development,21.0,3.0,Medical,1.0,4.0,Male,61.0,3.0,1.0,Laboratory Technician,4.0,Married,2258.0,15238.0,7.0,Y,No,20.0,4.0,1.0,80.0,1.0,8.0,1.0,3.0,3.0,2.0,1.0,2.0,No
3697,7228,19.0,Travel_Rarely,265.0,Research & Development,25.0,3.0,Life Sciences,1.0,2.0,Female,57.0,4.0,1.0,Research Scientist,4.0,Single,2994.0,21221.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,Yes
3698,7229,19.0,Travel_Rarely,265.0,Research & Development,25.0,3.0,Life Sciences,1.0,2.0,Female,57.0,4.0,1.0,Research Scientist,4.0,Single,2994.0,21221.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,Yes
3700,7231,46.0,Travel_Rarely,706.0,Research & Development,2.0,2.0,Life Sciences,1.0,4.0,Male,82.0,3.0,3.0,Manufacturing Director,4.0,Divorced,8578.0,19989.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,12.0,4.0,2.0,9.0,8.0,4.0,7.0,No
3702,7233,29.0,Travel_Rarely,1086.0,Research & Development,585976.0,1.0,Medical,1.0,1.0,Female,62.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2532.0,6054.0,6.0,Y,No,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,4.0,3.0,0.0,3.0,Yes
3707,7238,34.0,Travel_Rarely,1303.0,Research & Development,204179.0,4.0,Life Sciences,1.0,4.0,Male,62.0,2.0,1.0,Research Scientist,3.0,Divorced,2768.0,8416.0,3.0,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,No
3709,7240,9243.0,Travel_Rarely,1315.0,Research & Development,3.0,4.0,Other,1.0,4.0,Male,35.0,3.0,5.0,Manager,4.0,Married,19513.0,9358.0,4.0,Y,Yes,12.0,3.0,1.0,80.0,1.0,26.0,2.0,4.0,2.0,2.0,0.0,1.0,Yes
3717,7248,32.0,Travel_Rarely,646.0,Research & Development,9.0,4.0,Life Sciences,1.0,1.0,Female,92.0,3.0,2.0,Research Scientist,4.0,Married,6322.0,18089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,Yes
3718,7249,32.0,Travel_Rarely,646.0,Research & Development,9.0,4.0,Life Sciences,1.0,1.0,Female,92.0,3.0,2.0,Research Scientist,4.0,Married,6322.0,18089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,No
3723,7254,41.0,Travel_Rarely,1360.0,Research & Development,12.0,3.0,Technical Degree,1.0,2.0,Female,49.0,3.0,5.0,Research Director,3.0,Married,19545.0,16280.0,1.0,Y,No,12.0,3.0,4.0,80.0,0.0,23.0,0.0,3.0,22.0,15.0,15.0,8.0,Yes
3724,7255,41.0,Travel_Rarely,1360.0,Research & Development,12.0,3.0,Technical Degree,1.0,2.0,Female,49.0,3.0,5.0,Research Director,3.0,Married,19545.0,16280.0,1.0,Y,No,12.0,3.0,4.0,80.0,0.0,23.0,0.0,3.0,22.0,15.0,15.0,8.0,Yes
3727,7258,51.0,Travel_Rarely,632.0,Sales,21.0,4.0,Marketing,1.0,3.0,Male,71.0,3.0,2.0,Sales Executive,4.0,Single,5441.0,8423.0,0.0,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,No
3728,7259,51.0,Travel_Rarely,632.0,Sales,21.0,4.0,Marketing,1.0,3.0,Male,71.0,3.0,2.0,Sales Executive,4.0,Single,5441.0,8423.0,0.0,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,Yes
3730,7261,33.0,Travel_Rarely,461.0,Research & Development,13.0,1.0,Life Sciences,1.0,2.0,Female,53.0,3.0,1.0,Research Scientist,4.0,Single,3452.0,17241.0,3.0,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,Yes
3731,7262,33.0,Travel_Rarely,461.0,Research & Development,13.0,1.0,Life Sciences,1.0,2.0,Female,53.0,3.0,1.0,Research Scientist,4.0,Single,3452.0,17241.0,3.0,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,Yes
3732,7263,27.0,Travel_Rarely,1469.0,Research & Development,1.0,2.0,Medical,1.0,4.0,Male,82.0,3.0,1.0,Laboratory Technician,2.0,Divorced,3816.0,17881.0,1.0,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0,No
3735,7266,2888.0,Travel_Rarely,654.0,Research & Development,5.0,3.0,Life Sciences,1.0,4.0,Male,34.0,2.0,3.0,Healthcare Representative,4.0,Divorced,7119.0,21214.0,4.0,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,Yes
3737,7268,26.0,Travel_Frequently,1283.0,Sales,678387.0,3.0,Medical,1.0,3.0,Male,52.0,2.0,2.0,Sales Executive,1.0,Single,4294.0,11148.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,No
3739,7270,21.0,Travel_Rarely,984.0,Research & Development,1.0,1.0,Technical Degree,1.0,4.0,Female,70.0,2.0,1.0,Research Scientist,2.0,Single,2070.0,25326.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,No
3741,7272,21.0,Travel_Rarely,984.0,Research & Development,1.0,1.0,Technical Degree,1.0,4.0,Female,70.0,2.0,1.0,Research Scientist,2.0,Single,2070.0,25326.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,Yes
3743,7274,31.0,Non-Travel,587.0,Sales,2.0,4.0,Life Sciences,1.0,4.0,Female,57.0,3.0,3.0,Sales Executive,3.0,Divorced,9852.0,8935.0,1.0,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,4094.0,6.0,Yes
3744,7275,31.0,Non-Travel,587.0,Sales,2.0,4.0,Life Sciences,1.0,4.0,Female,57.0,3.0,3.0,Sales Executive,3.0,Divorced,9852.0,8935.0,1.0,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,4094.0,6.0,Yes
3745,7276,46.0,Travel_Rarely,261.0,Research & Development,21.0,2.0,Medical,1.0,4.0,Female,66.0,3.0,2.0,Healthcare Representative,2.0,Married,8926.0,10842.0,4.0,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,Yes
3746,7277,46.0,Travel_Rarely,261.0,Research & Development,21.0,2.0,Medical,1.0,4.0,Female,66.0,3.0,2.0,Healthcare Representative,2.0,Married,8926.0,10842.0,4.0,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,Yes
3747,7278,46.0,Travel_Rarely,261.0,Research & Development,21.0,2.0,Medical,1.0,4.0,Female,66.0,3.0,2.0,Healthcare Representative,2.0,Married,8926.0,10842.0,4.0,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,Yes
3749,7280,45.0,Travel_Rarely,193.0,Research & Development,6.0,4.0,Other,1.0,4.0,Male,52.0,3.0,3.0,Research Director,1.0,Married,13245.0,15067.0,4.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,7484.0,0.0,0.0,Yes
3750,7281,45.0,Travel_Rarely,193.0,Research & Development,6.0,4.0,Other,1.0,4.0,Male,52.0,3.0,3.0,Research Director,1.0,Married,13245.0,15067.0,4.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,7484.0,0.0,0.0,Yes
3751,7282,40.0,Travel_Rarely,555.0,Research & Development,2.0,3.0,Medical,1.0,2.0,Female,78.0,2.0,2.0,Laboratory Technician,3.0,Married,3448.0,13436.0,6.0,Y,No,22.0,4.0,2.0,80.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,No
3753,7284,45.0,Travel_Rarely,1339.0,Research & Development,7.0,3.0,Life Sciences,1.0,2.0,Male,59.0,3.0,3.0,Research Scientist,1.0,Divorced,9724.0,18787.0,2.0,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,3121.0,0.0,0.0,Yes
3754,7285,45.0,Travel_Rarely,1339.0,Research & Development,7.0,3.0,Life Sciences,1.0,2.0,Male,59.0,3.0,3.0,Research Scientist,1.0,Divorced,9724.0,18787.0,2.0,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,3121.0,0.0,0.0,Yes
3760,7291,28.0,Travel_Rarely,654.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,67.0,1.0,1.0,Research Scientist,2.0,Single,2216.0,3872.0,7.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,10.0,4.0,3.0,7.0,7.0,3.0,7.0,No
3763,7294,38.0,Travel_Rarely,1261.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Male,88.0,3.0,2.0,Manufacturing Director,3.0,Married,6553.0,7259.0,9.0,Y,No,14.0,3.0,2.0,80.0,0.0,2041.0,3.0,3.0,1.0,0.0,0.0,0.0,No
3766,7297,23.0,Travel_Rarely,427.0,Sales,7.0,3.0,Life Sciences,1.0,3.0,Male,99.0,3.0,1.0,Sales Representative,4.0,Divorced,2275.0,25103.0,1.0,Y,Yes,21.0,4.0,2.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,Yes
3769,7300,55.0,Travel_Rarely,836.0,Research & Development,8.0,3.0,Medical,1.0,4.0,Female,33.0,3.0,4.0,Manager,3.0,Divorced,14756.0,19730.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,3.0,21.0,2.0,3.0,5209.0,0.0,0.0,2.0,Yes
3773,7304,34.0,Travel_Frequently,878.0,Research & Development,10.0,4.0,Medical,1.0,4.0,Male,43.0,3.0,1.0,Research Scientist,3.0,Divorced,3815.0,5972.0,1.0,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,6305.0,0.0,Yes
3779,7310,48.0,Travel_Rarely,1224.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,91.0,2.0,5.0,Research Director,2.0,Married,19665.0,13583.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,Yes
3780,7311,48.0,Travel_Rarely,1224.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,91.0,2.0,5.0,Research Director,2.0,Married,19665.0,13583.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,Yes
3783,7314,55.0,Travel_Rarely,1136.0,Research & Development,1.0,4.0,Medical,1.0,2.0,Male,81.0,4.0,4.0,Research Director,4.0,Divorced,14732.0,12414.0,2.0,Y,No,13.0,3.0,4.0,80.0,2.0,31.0,4.0,4.0,7.0,2582.0,0.0,0.0,Yes
3785,7316,49.0,Travel_Rarely,1495.0,Research & Development,5.0,4.0,Technical Degree,1.0,1.0,Male,96.0,3.0,2.0,Healthcare Representative,3.0,Married,6651.0,21534.0,2.0,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,6387.0,1.0,2.0,No
3786,7317,49.0,Travel_Rarely,1495.0,Research & Development,5.0,4.0,Technical Degree,1.0,1.0,Male,96.0,3.0,2.0,Healthcare Representative,3.0,Married,6651.0,21534.0,2.0,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,6387.0,1.0,2.0,No
3788,7319,47.0,Travel_Rarely,955.0,Sales,4.0,2.0,Life Sciences,1.0,4.0,Female,83.0,3.0,2.0,Sales Executive,4.0,Single,4163.0,8571.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,0.0,9.0,0.0,3.0,9.0,4212.0,0.0,7.0,Yes
3794,7325,41.0,Travel_Rarely,549.0,Research & Development,755441.0,2.0,Medical,1.0,4.0,Female,42.0,3.0,2.0,Manufacturing Director,3.0,Single,5003.0,23371.0,6.0,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,Yes
3798,7329,29.0,Travel_Rarely,590.0,Research & Development,220024.0,3.0,Technical Degree,1.0,4.0,Female,91.0,2.0,1.0,Research Scientist,1.0,Divorced,2109.0,10007.0,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,Yes
3804,7335,24.0,Travel_Frequently,567.0,Research & Development,2.0,1.0,Technical Degree,1.0,1.0,Female,32.0,3.0,1.0,Research Scientist,4.0,Single,3760.0,17218.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,6.0,8090.0,1.0,3.0,Yes
3806,7337,36.0,Travel_Rarely,325.0,Research & Development,10.0,4.0,Technical Degree,1.0,4.0,Female,63.0,3.0,3.0,Healthcare Representative,3.0,Married,7094.0,5747.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,0.0,3.0,7.0,7.0,1.0,7.0,No
3809,7340,31.0,Travel_Rarely,249.0,Sales,6.0,4.0,Life Sciences,1.0,2.0,Male,76.0,1.0,2.0,Sales Executive,3.0,Married,6172.0,20739.0,4.0,Y,Yes,18.0,3.0,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,3876.0,No
3811,7342,25.0,Travel_Rarely,240.0,Sales,5.0,3.0,Marketing,1.0,3.0,Male,46.0,2.0,2.0,Sales Executive,3.0,Single,5744.0,26959.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,3655.0,4.0,0.0,3.0,No
3813,7344,38.0,Travel_Rarely,688.0,Research & Development,23.0,4.0,Life Sciences,1.0,4.0,Male,82.0,3.0,2.0,Healthcare Representative,4.0,Divorced,5745.0,18899.0,9.0,Y,No,14.0,3.0,2.0,80.0,1.0,10.0,2.0,3.0,2.0,2.0,1.0,2.0,No
3815,7346,37.0,Travel_Frequently,319.0,Sales,506379.0,4.0,Marketing,1.0,1.0,Male,41.0,3.0,1.0,Sales Representative,4.0,Divorced,2793.0,2539.0,4.0,Y,No,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0,Yes
3820,7351,37.0,Travel_Rarely,290.0,Research & Development,21.0,3.0,Life Sciences,1.0,2.0,Male,65.0,4.0,1.0,Research Scientist,1.0,Married,3564.0,22977.0,1.0,Y,Yes,12.0,3.0,1.0,80.0,1.0,8.0,3.0,2.0,8.0,7.0,1.0,4911.0,Yes
3823,7354,39.0,Travel_Frequently,711.0,Research & Development,4.0,3.0,Medical,1.0,1.0,Female,81.0,3.0,2.0,Manufacturing Director,3.0,Single,5042.0,3140.0,0.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8954.0,Yes
3825,7356,34.0,Travel_Rarely,704.0,Sales,28.0,3.0,Marketing,1.0,4.0,Female,95.0,2.0,2.0,Sales Executive,3.0,Married,6712.0,8978.0,1.0,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,4456.0,Yes
3826,7357,34.0,Travel_Rarely,704.0,Sales,28.0,3.0,Marketing,1.0,4.0,Female,95.0,2.0,2.0,Sales Executive,3.0,Married,6712.0,8978.0,1.0,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,4456.0,Yes
3829,7360,56.0,Travel_Frequently,1240.0,Research & Development,9.0,3.0,Medical,1.0,1.0,Female,63.0,3.0,1.0,Research Scientist,3.0,Married,2942.0,12154.0,2.0,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,7971.0,Yes
3832,7363,28.0,Travel_Rarely,1485.0,Research & Development,12.0,1.0,Life Sciences,1.0,3.0,Female,79.0,3.0,1.0,Laboratory Technician,4.0,Married,2515.0,22955.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,Yes
3833,7364,28.0,Travel_Rarely,1485.0,Research & Development,12.0,1.0,Life Sciences,1.0,3.0,Female,79.0,3.0,1.0,Laboratory Technician,4.0,Married,2515.0,22955.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,Yes
3838,7369,1530.0,Travel_Rarely,525.0,Sales,6.0,4.0,Medical,1.0,1.0,Male,66.0,4.0,2.0,Sales Executive,4.0,Divorced,5460.0,6219.0,4.0,Y,No,22.0,4.0,4.0,80.0,2.0,13.0,4.0,4.0,7.0,7.0,5.0,7.0,Yes
3840,7371,28.0,Travel_Rarely,1423.0,Research & Development,1.0,3.0,Life Sciences,1.0,1.0,Male,72.0,2.0,1.0,Research Scientist,3.0,Divorced,1563.0,12530.0,1.0,Y,No,14.0,3.0,4.0,80.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,Yes
3842,7373,50.0,Travel_Rarely,854.0,Sales,1.0,4.0,Medical,1.0,4.0,Female,68.0,3.0,5.0,Manager,4.0,Divorced,19517.0,24118.0,3.0,Y,No,11.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,9196.0,0.0,0.0,6.0,Yes
3848,7379,37.0,Travel_Frequently,504.0,Research & Development,10.0,3.0,Medical,1.0,1.0,Male,61.0,3.0,3.0,Manufacturing Director,3.0,Divorced,10048.0,22573.0,6.0,Y,No,11.0,3.0,2.0,80.0,2.0,17.0,5.0,3.0,1.0,0.0,0.0,0.0,Yes
3851,7382,34.0,Travel_Rarely,1326.0,Sales,3.0,3.0,Other,1.0,4.0,Male,81.0,1.0,2.0,Sales Executive,1.0,Single,4759.0,15891.0,3.0,Y,No,18.0,3.0,4.0,80.0,0.0,15.0,2.0,3.0,13.0,9.0,3.0,12.0,No
3852,7383,34.0,Travel_Rarely,1326.0,Sales,3.0,3.0,Other,1.0,4.0,Male,81.0,1.0,2.0,Sales Executive,1.0,Single,4759.0,15891.0,3.0,Y,No,18.0,3.0,4.0,80.0,0.0,15.0,2.0,3.0,13.0,9.0,3.0,12.0,Yes
3857,7388,42.0,Travel_Rarely,622.0,Research & Development,2.0,4.0,Life Sciences,1.0,3.0,Female,81.0,3.0,2.0,Healthcare Representative,4.0,Married,4089.0,5718.0,1.0,Y,No,13.0,3.0,2.0,80.0,2.0,10.0,4.0,3.0,10.0,2.0,2.0,2.0,Yes
3858,7389,42.0,Travel_Rarely,622.0,Research & Development,2.0,4.0,Life Sciences,1.0,3.0,Female,81.0,3.0,2.0,Healthcare Representative,4.0,Married,4089.0,5718.0,1.0,Y,No,13.0,3.0,2.0,80.0,2.0,10.0,4.0,3.0,10.0,2.0,2.0,2.0,Yes
3859,7390,27.0,Travel_Frequently,591.0,Research & Development,2.0,3.0,Medical,1.0,4.0,Male,87.0,3.0,1.0,Research Scientist,4.0,Single,2580.0,6297.0,2.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,No
3860,7391,27.0,Travel_Frequently,591.0,Research & Development,2.0,3.0,Medical,1.0,4.0,Male,87.0,3.0,1.0,Research Scientist,4.0,Single,2580.0,6297.0,2.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,No
3863,7394,33.0,Non-Travel,530.0,Sales,16.0,3.0,Life Sciences,1.0,3.0,Female,36.0,3.0,2.0,Sales Executive,4.0,Divorced,5368.0,16130.0,1.0,Y,Yes,25.0,4.0,3.0,80.0,1.0,7.0,2.0,3.0,6.0,5.0,1.0,7729.0,Yes
3865,7396,43.0,Travel_Rarely,1273.0,Research & Development,968203.0,2.0,Medical,1.0,4.0,Female,72.0,4.0,1.0,Research Scientist,3.0,Divorced,2645.0,21923.0,1.0,Y,No,12.0,3.0,4.0,80.0,2.0,6.0,3.0,2.0,5.0,3.0,1.0,4.0,Yes
3867,7398,27.0,Travel_Rarely,798.0,Research & Development,6.0,4.0,Medical,1.0,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,5013.0,0.0,Y,No,12.0,3.0,3.0,80.0,2.0,6.0,5.0,2.0,5.0,3.0,0.0,3.0,Yes
3868,7399,27.0,Travel_Rarely,798.0,Research & Development,6.0,4.0,Medical,1.0,1.0,Female,66.0,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,5013.0,0.0,Y,No,12.0,3.0,3.0,80.0,2.0,6.0,5.0,2.0,5.0,3.0,0.0,3.0,No
3870,7401,44.0,Travel_Rarely,1037.0,Research & Development,277125.0,3.0,Medical,1.0,2.0,Male,42.0,3.0,1.0,Research Scientist,4.0,Single,2436.0,13422.0,6.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,4.0,3.0,1.0,2.0,No
3874,7405,38.0,Travel_Rarely,1245.0,Sales,14.0,3.0,Life Sciences,1.0,3.0,Male,80.0,3.0,2.0,Sales Executive,2.0,Married,9924.0,12355.0,0.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,3.0,3.0,9.0,8.0,7.0,7.0,No
3875,7406,38.0,Travel_Rarely,1245.0,Sales,14.0,3.0,Life Sciences,1.0,3.0,Male,80.0,3.0,2.0,Sales Executive,2.0,Married,9924.0,12355.0,0.0,Y,No,11.0,3.0,4.0,80.0,1.0,10.0,3.0,3.0,9.0,8.0,7.0,7.0,No
3880,7411,4137.0,Travel_Rarely,408.0,Sales,23.0,1.0,Life Sciences,1.0,4.0,Female,45.0,2.0,3.0,Sales Executive,1.0,Married,7336.0,11162.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0,Yes
3881,7412,4137.0,Travel_Rarely,408.0,Sales,23.0,1.0,Life Sciences,1.0,4.0,Female,45.0,2.0,3.0,Sales Executive,1.0,Married,7336.0,11162.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,11.0,3.0,1.0,11.0,8.0,3.0,10.0,Yes
3887,7418,47.0,Travel_Rarely,1176.0,Human Resources,26.0,4.0,Life Sciences,1.0,4.0,Female,98.0,3.0,5.0,Manager,3.0,Married,19658.0,5220.0,3.0,Y,No,11.0,3.0,3.0,80.0,1.0,27.0,2.0,3.0,7337.0,2.0,1.0,0.0,Yes
3891,7422,37.0,Travel_Rarely,589.0,Sales,9.0,2.0,Marketing,1.0,2.0,Male,46.0,2.0,2.0,Sales Executive,2.0,Married,4189.0,8800.0,1.0,Y,No,14.0,3.0,1.0,80.0,2.0,5.0,2.0,3.0,5.0,2.0,8853.0,3.0,Yes
3892,7423,37.0,Travel_Rarely,589.0,Sales,9.0,2.0,Marketing,1.0,2.0,Male,46.0,2.0,2.0,Sales Executive,2.0,Married,4189.0,8800.0,1.0,Y,No,14.0,3.0,1.0,80.0,2.0,5.0,2.0,3.0,5.0,2.0,8853.0,3.0,Yes
3896,7427,36.0,Travel_Rarely,311.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,77.0,3.0,1.0,Laboratory Technician,2.0,Single,2013.0,10950.0,2.0,Y,No,11.0,3.0,3.0,80.0,0.0,15.0,4.0,3.0,4.0,3.0,1.0,3.0,No
3899,7430,4744.0,Travel_Rarely,468.0,Research & Development,28.0,4.0,Medical,1.0,4.0,Female,73.0,2.0,1.0,Research Scientist,1.0,Single,3785.0,8489.0,1.0,Y,No,14.0,3.0,2.0,80.0,0.0,5.0,3.0,1.0,5.0,4.0,0.0,4.0,No
